序号,行业类别,占净值比例,市值,截止时间,fund_code
9,制造业,59.04,41417.837651,2024-09-30,470028
10,金融业,12.54,8799.904211,2024-09-30,470028
11,采矿业,5.24,3678.724008,2024-09-30,470028
12,电力、热力、燃气及水生产和供应业,2.18,1527.5882,2024-09-30,470028
13,信息传输、软件和信息技术服务业,1.28,898.464,2024-09-30,470028
14,房地产业,0.65,459.3834,2024-09-30,470028
15,交通运输、仓储和邮政业,0.51,355.4605,2024-09-30,470028
16,文化、体育和娱乐业,0.05,35.351,2024-09-30,470028
17,水利、环境和公共设施管理业,0.05,34.643,2024-09-30,470028
18,制造业,55.89,35998.842262,2024-06-30,470028
19,金融业,9.13,5883.2452,2024-06-30,470028
20,采矿业,8.6,5537.964726,2024-06-30,470028
21,电力、热力、燃气及水生产和供应业,1.69,1091.7048,2024-06-30,470028
22,交通运输、仓储和邮政业,1.47,949.6897,2024-06-30,470028
23,信息传输、软件和信息技术服务业,1.47,945.59881,2024-06-30,470028
24,房地产业,0.83,532.854,2024-06-30,470028
25,批发和零售业,0.6,384.0111,2024-06-30,470028
26,制造业,46.22,30726.452651,2024-03-31,470028
27,采矿业,12.76,8484.959168,2024-03-31,470028
28,金融业,10.84,7202.811,2024-03-31,470028
29,信息传输、软件和信息技术服务业,1.31,872.52,2024-03-31,470028
30,房地产业,1.14,757.5015,2024-03-31,470028
31,电力、热力、燃气及水生产和供应业,0.8,529.4091,2024-03-31,470028
32,交通运输、仓储和邮政业,0.75,497.5479,2024-03-31,470028
33,租赁和商务服务业,0.33,217.23,2024-03-31,470028
34,批发和零售业,0.31,206.225128,2024-03-31,470028
35,住宿和餐饮业,0.29,193.312,2024-03-31,470028
36,科学研究和技术服务业,0.03,22.323,2024-03-31,470028
1,制造业,76.68,51104.309913,2024-12-31,150968
2,信息传输、软件和信息技术服务业,7.91,5274.981319,2024-12-31,150968
3,科学研究和技术服务业,4.15,2762.90928,2024-12-31,150968
4,文化、体育和娱乐业,0.51,338.8959,2024-12-31,150968
5,水利、环境和公共设施管理业,0.02,11.229624,2024-12-31,150968
6,交通运输、仓储和邮政业,0.0,3.321648,2024-12-31,150968
7,制造业,82.67,55458.454404,2024-09-30,150968
8,科学研究和技术服务业,3.6,2415.216602,2024-09-30,150968
9,信息传输、软件和信息技术服务业,3.44,2309.322976,2024-09-30,150968
10,水利、环境和公共设施管理业,0.02,12.002032,2024-09-30,150968
11,制造业,82.2,46068.80118,2024-06-30,150968
12,信息传输、软件和信息技术服务业,4.11,2304.901475,2024-06-30,150968
13,科学研究和技术服务业,3.03,1700.69868,2024-06-30,150968
14,水利、环境和公共设施管理业,0.02,9.243432,2024-06-30,150968
15,制造业,78.03,46053.47718,2024-03-31,150968
16,金融业,5.25,3098.416,2024-03-31,150968
17,科学研究和技术服务业,3.15,1861.477893,2024-03-31,150968
18,信息传输、软件和信息技术服务业,2.96,1744.464103,2024-03-31,150968
19,水利、环境和公共设施管理业,0.01,8.74264,2024-03-31,150968
20,租赁和商务服务业,0.01,3.346016,2024-03-31,150968
21,批发和零售业,0.0,1.575548,2024-03-31,150968
1,制造业,71.55,54960.672187,2024-12-31,470098
2,采矿业,15.4,11825.9368,2024-12-31,470098
3,交通运输、仓储和邮政业,3.34,2566.42148,2024-12-31,470098
4,科学研究和技术服务业,1.44,1107.418856,2024-12-31,470098
5,信息传输、软件和信息技术服务业,0.01,4.791042,2024-12-31,470098
6,制造业,55.78,57654.126062,2024-09-30,470098
7,采矿业,22.35,23099.1866,2024-09-30,470098
8,交通运输、仓储和邮政业,6.97,7203.052,2024-09-30,470098
9,金融业,3.84,3971.2399,2024-09-30,470098
10,科学研究和技术服务业,1.02,1053.390168,2024-09-30,470098
11,电力、热力、燃气及水生产和供应业,0.57,592.74,2024-09-30,470098
12,信息传输、软件和信息技术服务业,0.07,69.11955,2024-09-30,470098
13,制造业,58.67,54064.845013,2024-06-30,470098
14,采矿业,20.97,19325.5693,2024-06-30,470098
15,交通运输、仓储和邮政业,7.62,7022.80608,2024-06-30,470098
16,金融业,2.31,2124.5666,2024-06-30,470098
17,电力、热力、燃气及水生产和供应业,0.67,615.703999,2024-06-30,470098
18,信息传输、软件和信息技术服务业,0.08,77.964824,2024-06-30,470098
19,科学研究和技术服务业,0.04,35.568646,2024-06-30,470098
20,水利、环境和公共设施管理业,0.03,27.197293,2024-06-30,470098
21,批发和零售业,0.02,13.924514,2024-06-30,470098
22,卫生和社会工作,0.01,4.758625,2024-06-30,470098
23,租赁和商务服务业,0.0,2.408124,2024-06-30,470098
24,建筑业,0.0,0.907696,2024-06-30,470098
25,制造业,61.4,53911.838523,2024-03-31,470098
26,采矿业,20.58,18072.973,2024-03-31,470098
27,金融业,4.92,4323.4792,2024-03-31,470098
28,交通运输、仓储和邮政业,3.63,3185.5958,2024-03-31,470098
29,信息传输、软件和信息技术服务业,0.11,100.603214,2024-03-31,470098
30,科学研究和技术服务业,0.04,35.807244,2024-03-31,470098
31,水利、环境和公共设施管理业,0.03,24.695225,2024-03-31,470098
32,批发和零售业,0.02,16.190646,2024-03-31,470098
33,卫生和社会工作,0.01,6.026814,2024-03-31,470098
34,电力、热力、燃气及水生产和供应业,0.01,5.018811,2024-03-31,470098
35,租赁和商务服务业,0.0,3.345136,2024-03-31,470098
36,建筑业,0.0,0.939628,2024-03-31,470098
1,工业,10.43,551172216.41,2024-12-31,519704
2,通信服务,2.93,154716030.89,2024-12-31,519704
3,信息技术,1.25,65964039.65,2024-12-31,519704
4,金融,1.04,55208050.79,2024-12-31,519704
5,医药卫生,0.66,34735604.03,2024-12-31,519704
6,可选消费,0.53,27819152.82,2024-12-31,519704
7,公用事业,0.25,13014492.08,2024-12-31,519704
8,原材料,0.1,5273705.2,2024-12-31,519704
9,制造业,63.44,335223.374601,2024-12-31,519704
10,交通运输、仓储和邮政业,1.89,9987.312664,2024-12-31,519704
11,房地产,0.0,1078.13,2024-12-31,519704
12,科学研究和技术服务业,0.01,77.056,2024-12-31,519704
13,信息传输、软件和信息技术服务业,0.0,13.325537,2024-12-31,519704
14,工业,7.75,397226695.08,2024-09-30,519704
15,医药卫生,1.76,90160269.82,2024-09-30,519704
16,信息技术,1.1,56298258.45,2024-09-30,519704
17,原材料,0.04,2284252.11,2024-09-30,519704
18,制造业,66.89,343066.926003,2024-09-30,519704
19,交通运输、仓储和邮政业,0.98,5029.8416,2024-09-30,519704
20,房地产,0.0,1253.45,2024-09-30,519704
21,金融业,0.17,869.431,2024-09-30,519704
22,信息传输、软件和信息技术服务业,0.0,20.088362,2024-09-30,519704
23,信息技术,1.16,54576364.53,2024-06-30,519704
24,工业,1.0,46920650.63,2024-06-30,519704
25,医药卫生,0.28,13189366.85,2024-06-30,519704
26,房地产,0.16,7431566.77,2024-06-30,519704
27,可选消费,0.07,3432877.59,2024-06-30,519704
28,制造业,66.63,313662.364525,2024-06-30,519704
29,信息传输、软件和信息技术服务业,2.99,14072.492102,2024-06-30,519704
30,金融业,1.52,7135.0235,2024-06-30,519704
31,科学研究和技术服务业,1.19,5590.1134,2024-06-30,519704
32,租赁和商务服务业,0.49,2288.862,2024-06-30,519704
33,交通运输、仓储和邮政业,0.21,993.171808,2024-06-30,519704
34,水利、环境和公共设施管理业,0.0,2.007768,2024-06-30,519704
35,医药卫生,1.47,74160531.26,2024-03-31,519704
36,工业,1.25,63175598.39,2024-03-31,519704
37,可选消费,0.55,27526861.32,2024-03-31,519704
38,房地产,0.18,9226358.23,2024-03-31,519704
39,制造业,77.79,391869.131314,2024-03-31,519704
40,金融业,3.92,19768.413336,2024-03-31,519704
41,交通运输、仓储和邮政业,2.3,11597.646525,2024-03-31,519704
42,信息传输、软件和信息技术服务业,1.46,7338.74797,2024-03-31,519704
43,采矿业,0.59,2971.414665,2024-03-31,519704
44,电力、热力、燃气及水生产和供应业,0.39,1942.047,2024-03-31,519704
45,信息技术,0.0,893.31,2024-03-31,519704
46,科学研究和技术服务业,0.05,246.596521,2024-03-31,519704
47,水利、环境和公共设施管理业,0.0,1.586338,2024-03-31,519704
48,租赁和商务服务业,0.0,0.30976,2024-03-31,519704
1,采矿业,46.54,24678.935904,2024-12-31,260117
2,制造业,23.89,12666.402689,2024-12-31,260117
3,金融业,6.38,3385.4187,2024-12-31,260117
4,交通运输、仓储和邮政业,6.16,3269.191032,2024-12-31,260117
5,建筑业,1.67,884.3892,2024-12-31,260117
6,批发和零售业,0.52,276.8398,2024-12-31,260117
7,采矿业,56.19,38180.63048,2024-09-30,260117
8,制造业,25.94,17627.47804,2024-09-30,260117
9,采矿业,67.76,42339.77068,2024-06-30,260117
10,制造业,22.84,14272.854196,2024-06-30,260117
11,采矿业,64.86,10083.219672,2024-03-31,260117
12,制造业,18.37,2856.382019,2024-03-31,260117
1,制造业,92.05,156969.542506,2024-12-31,270028
2,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,270028
3,制造业,91.07,214154.96901,2024-09-30,270028
4,制造业,93.29,212194.807697,2024-06-30,270028
5,制造业,92.1,278288.320005,2024-03-31,270028
6,信息传输、软件和信息技术服务业,0.26,773.137032,2024-03-31,270028
1,制造业,59.61,9164.169346,2024-12-31,400001
2,房地产业,5.38,827.1,2024-12-31,400001
3,建筑业,3.9,600.0,2024-12-31,400001
4,电力、热力、燃气及水生产和供应业,3.39,521.5,2024-12-31,400001
5,信息传输、软件和信息技术服务业,2.29,351.951249,2024-12-31,400001
6,交通运输、仓储和邮政业,0.01,1.144044,2024-12-31,400001
7,制造业,65.86,11315.068659,2024-09-30,400001
8,电力、热力、燃气及水生产和供应业,8.18,1404.738115,2024-09-30,400001
9,采矿业,5.25,902.43202,2024-09-30,400001
10,建筑业,3.6,618.0,2024-09-30,400001
11,信息传输、软件和信息技术服务业,3.15,541.192202,2024-09-30,400001
12,房地产业,3.14,539.0,2024-09-30,400001
13,农、林、牧、渔业,0.82,140.98,2024-09-30,400001
14,制造业,54.55,8768.788237,2024-06-30,400001
15,电力、热力、燃气及水生产和供应业,15.24,2449.875574,2024-06-30,400001
16,采矿业,12.1,1944.3432,2024-06-30,400001
17,信息传输、软件和信息技术服务业,5.0,803.305118,2024-06-30,400001
18,交通运输、仓储和邮政业,0.46,74.4496,2024-06-30,400001
19,科学研究和技术服务业,0.01,0.857472,2024-06-30,400001
20,租赁和商务服务业,0.0,0.211673,2024-06-30,400001
21,制造业,53.5,8509.416281,2024-03-31,400001
22,采矿业,14.3,2274.691692,2024-03-31,400001
23,电力、热力、燃气及水生产和供应业,10.41,1655.031614,2024-03-31,400001
24,信息传输、软件和信息技术服务业,6.78,1077.83285,2024-03-31,400001
25,交通运输、仓储和邮政业,2.36,375.42256,2024-03-31,400001
26,批发和零售业,0.02,2.634663,2024-03-31,400001
27,科学研究和技术服务业,0.01,2.049104,2024-03-31,400001
28,水利、环境和公共设施管理业,0.01,0.919108,2024-03-31,400001
29,建筑业,0.0,0.585952,2024-03-31,400001
30,租赁和商务服务业,0.0,0.27181,2024-03-31,400001
1,制造业,47.32,164309.972932,2024-12-31,630002
2,采矿业,14.99,52065.73873,2024-12-31,630002
3,交通运输、仓储和邮政业,9.77,33915.659259,2024-12-31,630002
4,信息传输、软件和信息技术服务业,5.67,19688.417856,2024-12-31,630002
5,租赁和商务服务业,2.49,8645.975495,2024-12-31,630002
6,金融业,2.22,7706.82393,2024-12-31,630002
7,科学研究和技术服务业,1.64,5696.576332,2024-12-31,630002
8,电力、热力、燃气及水生产和供应业,1.31,4562.406274,2024-12-31,630002
9,建筑业,0.82,2854.234404,2024-12-31,630002
10,批发和零售业,0.58,1998.823433,2024-12-31,630002
11,住宿和餐饮业,0.38,1312.344459,2024-12-31,630002
12,卫生和社会工作,0.19,674.833532,2024-12-31,630002
13,水利、环境和公共设施管理业,0.13,449.177182,2024-12-31,630002
14,文化、体育和娱乐业,0.0,0.13485,2024-12-31,630002
15,制造业,45.63,174927.389145,2024-09-30,630002
16,采矿业,21.01,80559.862083,2024-09-30,630002
17,交通运输、仓储和邮政业,9.66,37025.023517,2024-09-30,630002
18,信息传输、软件和信息技术服务业,4.79,18363.232399,2024-09-30,630002
19,租赁和商务服务业,2.53,9706.1242,2024-09-30,630002
20,金融业,1.87,7161.50845,2024-09-30,630002
21,科学研究和技术服务业,1.47,5631.905704,2024-09-30,630002
22,电力、热力、燃气及水生产和供应业,1.04,3991.730877,2024-09-30,630002
23,批发和零售业,0.95,3660.127269,2024-09-30,630002
24,建筑业,0.85,3250.569435,2024-09-30,630002
25,住宿和餐饮业,0.35,1323.97396,2024-09-30,630002
26,卫生和社会工作,0.13,515.011365,2024-09-30,630002
27,水利、环境和公共设施管理业,0.09,351.685071,2024-09-30,630002
28,文化、体育和娱乐业,0.0,0.1467,2024-09-30,630002
29,制造业,44.43,163763.986144,2024-06-30,630002
30,采矿业,25.03,92266.429074,2024-06-30,630002
31,交通运输、仓储和邮政业,8.68,32007.889911,2024-06-30,630002
32,信息传输、软件和信息技术服务业,4.66,17157.15246,2024-06-30,630002
33,租赁和商务服务业,2.21,8135.630124,2024-06-30,630002
34,金融业,1.9,7020.21223,2024-06-30,630002
35,科学研究和技术服务业,1.2,4418.765297,2024-06-30,630002
36,批发和零售业,1.08,3969.227129,2024-06-30,630002
37,电力、热力、燃气及水生产和供应业,1.04,3842.145895,2024-06-30,630002
38,建筑业,0.78,2875.580208,2024-06-30,630002
39,住宿和餐饮业,0.55,2014.380095,2024-06-30,630002
40,水利、环境和公共设施管理业,0.08,307.266794,2024-06-30,630002
41,卫生和社会工作,0.0,0.284315,2024-06-30,630002
42,文化、体育和娱乐业,0.0,0.1416,2024-06-30,630002
43,制造业,43.61,172750.226172,2024-03-31,630002
44,采矿业,24.07,95369.874467,2024-03-31,630002
45,交通运输、仓储和邮政业,8.7,34455.040295,2024-03-31,630002
46,信息传输、软件和信息技术服务业,5.95,23558.291956,2024-03-31,630002
47,金融业,2.98,11809.947832,2024-03-31,630002
48,租赁和商务服务业,2.33,9213.234436,2024-03-31,630002
49,科学研究和技术服务业,1.49,5891.893,2024-03-31,630002
50,电力、热力、燃气及水生产和供应业,1.1,4354.864129,2024-03-31,630002
51,批发和零售业,0.97,3834.805882,2024-03-31,630002
52,住宿和餐饮业,0.6,2390.706202,2024-03-31,630002
53,卫生和社会工作,0.18,721.053714,2024-03-31,630002
54,水利、环境和公共设施管理业,0.1,402.948606,2024-03-31,630002
55,建筑业,0.03,134.033864,2024-03-31,630002
56,农、林、牧、渔业,0.02,85.025,2024-03-31,630002
57,文化、体育和娱乐业,0.0,0.15945,2024-03-31,630002
1,制造业,54.26,30973.31265,2024-12-31,370024
2,金融业,9.72,5549.208631,2024-12-31,370024
3,交通运输、仓储和邮政业,6.14,3507.5652,2024-12-31,370024
4,信息传输、软件和信息技术服务业,3.93,2242.064762,2024-12-31,370024
5,电力、热力、燃气及水生产和供应业,3.13,1785.77326,2024-12-31,370024
6,采矿业,1.57,895.9236,2024-12-31,370024
7,建筑业,1.42,811.591,2024-12-31,370024
8,批发和零售业,0.85,483.042,2024-12-31,370024
9,制造业,66.07,41642.762013,2024-09-30,370024
10,金融业,6.68,4211.8127,2024-09-30,370024
11,信息传输、软件和信息技术服务业,5.7,3589.94647,2024-09-30,370024
12,电力、热力、燃气及水生产和供应业,2.47,1557.406956,2024-09-30,370024
13,采矿业,2.44,1537.763,2024-09-30,370024
14,交通运输、仓储和邮政业,1.22,766.6698,2024-09-30,370024
15,制造业,59.58,33222.17766,2024-06-30,370024
16,采矿业,11.37,6340.519281,2024-06-30,370024
17,信息传输、软件和信息技术服务业,5.09,2839.623907,2024-06-30,370024
18,电力、热力、燃气及水生产和供应业,4.91,2738.433362,2024-06-30,370024
19,金融业,3.53,1967.57504,2024-06-30,370024
20,农、林、牧、渔业,2.87,1599.478945,2024-06-30,370024
21,水利、环境和公共设施管理业,0.66,370.116,2024-06-30,370024
22,制造业,56.57,31592.134194,2024-03-31,370024
23,采矿业,11.93,6661.264922,2024-03-31,370024
24,金融业,7.19,4013.847762,2024-03-31,370024
25,农、林、牧、渔业,4.1,2291.257988,2024-03-31,370024
26,电力、热力、燃气及水生产和供应业,2.75,1534.91031,2024-03-31,370024
27,信息传输、软件和信息技术服务业,2.2,1229.14666,2024-03-31,370024
1,制造业,53.98,37690.850222,2024-12-31,378010
2,金融业,9.66,6744.291817,2024-12-31,378010
3,交通运输、仓储和邮政业,6.09,4255.36,2024-12-31,378010
4,信息传输、软件和信息技术服务业,3.94,2749.315909,2024-12-31,378010
5,电力、热力、燃气及水生产和供应业,3.1,2165.037258,2024-12-31,378010
6,采矿业,1.55,1085.0827,2024-12-31,378010
7,建筑业,1.43,1000.559063,2024-12-31,378010
8,批发和零售业,0.86,597.73239,2024-12-31,378010
9,制造业,66.18,54888.668807,2024-09-30,378010
10,金融业,6.55,5434.75652,2024-09-30,378010
11,信息传输、软件和信息技术服务业,5.77,4787.1422,2024-09-30,378010
12,采矿业,2.58,2143.5968,2024-09-30,378010
13,电力、热力、燃气及水生产和供应业,2.46,2039.514976,2024-09-30,378010
14,交通运输、仓储和邮政业,1.18,982.002,2024-09-30,378010
15,制造业,58.54,48735.971184,2024-06-30,378010
16,采矿业,11.1,9243.025591,2024-06-30,378010
17,信息传输、软件和信息技术服务业,5.04,4197.796176,2024-06-30,378010
18,电力、热力、燃气及水生产和供应业,4.59,3822.486294,2024-06-30,378010
19,金融业,3.46,2878.240244,2024-06-30,378010
20,农、林、牧、渔业,2.83,2352.144265,2024-06-30,378010
21,水利、环境和公共设施管理业,0.52,434.782,2024-06-30,378010
22,制造业,55.64,46440.225187,2024-03-31,378010
23,采矿业,11.79,9841.010108,2024-03-31,378010
24,金融业,7.14,5959.62891,2024-03-31,378010
25,农、林、牧、渔业,4.07,3400.228072,2024-03-31,378010
26,电力、热力、燃气及水生产和供应业,2.73,2276.85023,2024-03-31,378010
27,信息传输、软件和信息技术服务业,2.2,1836.277938,2024-03-31,378010
1,制造业,47.23,189395.349746,2024-12-31,260112
2,采矿业,10.78,43224.686442,2024-12-31,260112
3,电力、热力、燃气及水生产和供应业,2.93,11743.063668,2024-12-31,260112
4,交通运输、仓储和邮政业,0.56,2256.44019,2024-12-31,260112
5,租赁和商务服务业,0.09,372.8009,2024-12-31,260112
6,建筑业,0.02,69.0508,2024-12-31,260112
7,科学研究和技术服务业,0.0,1.114856,2024-12-31,260112
8,制造业,43.53,250261.379402,2024-09-30,260112
9,采矿业,10.9,62682.484604,2024-09-30,260112
10,电力、热力、燃气及水生产和供应业,8.94,51402.5393,2024-09-30,260112
11,租赁和商务服务业,1.74,10006.0296,2024-09-30,260112
12,交通运输、仓储和邮政业,0.85,4902.93907,2024-09-30,260112
13,卫生和社会工作,0.12,714.0502,2024-09-30,260112
14,科学研究和技术服务业,0.07,410.015168,2024-09-30,260112
15,建筑业,0.01,70.46,2024-09-30,260112
16,信息传输、软件和信息技术服务业,0.0,6.267376,2024-09-30,260112
17,制造业,32.67,206402.731229,2024-06-30,260112
18,采矿业,15.17,95852.061382,2024-06-30,260112
19,电力、热力、燃气及水生产和供应业,12.68,80110.566779,2024-06-30,260112
20,租赁和商务服务业,1.22,7725.893512,2024-06-30,260112
21,交通运输、仓储和邮政业,0.72,4565.6225,2024-06-30,260112
22,信息传输、软件和信息技术服务业,0.59,3701.752102,2024-06-30,260112
23,卫生和社会工作,0.08,525.5827,2024-06-30,260112
24,科学研究和技术服务业,0.05,290.0318,2024-06-30,260112
25,制造业,35.4,217354.71236,2024-03-31,260112
26,采矿业,16.83,103347.760862,2024-03-31,260112
27,电力、热力、燃气及水生产和供应业,13.91,85395.446235,2024-03-31,260112
28,信息传输、软件和信息技术服务业,7.81,47974.108994,2024-03-31,260112
29,租赁和商务服务业,0.98,6005.03416,2024-03-31,260112
30,交通运输、仓储和邮政业,0.71,4352.671435,2024-03-31,260112
31,文化、体育和娱乐业,0.33,2033.195082,2024-03-31,260112
32,卫生和社会工作,0.18,1087.5058,2024-03-31,260112
33,科学研究和技术服务业,0.04,221.518821,2024-03-31,260112
1,制造业,84.13,155935.846373,2024-12-31,570001
2,租赁和商务服务业,4.65,8618.2047,2024-12-31,570001
3,住宿和餐饮业,4.32,8015.79942,2024-12-31,570001
4,信息传输、软件和信息技术服务业,0.05,95.308749,2024-12-31,570001
5,卫生和社会工作,0.03,52.01904,2024-12-31,570001
6,制造业,84.6,195541.315404,2024-09-30,570001
7,交通运输、仓储和邮政业,5.1,11797.541595,2024-09-30,570001
8,信息传输、软件和信息技术服务业,1.03,2386.218181,2024-09-30,570001
9,水利、环境和公共设施管理业,0.29,667.893002,2024-09-30,570001
10,卫生和社会工作,0.03,68.667476,2024-09-30,570001
11,制造业,84.55,169038.909278,2024-06-30,570001
12,交通运输、仓储和邮政业,6.6,13187.345735,2024-06-30,570001
13,租赁和商务服务业,1.31,2613.7386,2024-06-30,570001
14,信息传输、软件和信息技术服务业,0.03,60.134066,2024-06-30,570001
15,卫生和社会工作,0.02,45.212825,2024-06-30,570001
16,制造业,86.75,195481.998446,2024-03-31,570001
17,交通运输、仓储和邮政业,4.91,11061.91445,2024-03-31,570001
18,信息传输、软件和信息技术服务业,0.03,76.819056,2024-03-31,570001
19,卫生和社会工作,0.02,50.10635,2024-03-31,570001
1,采矿业,51.46,65025.9,2024-12-31,240022
2,制造业,34.25,43282.239781,2024-12-31,240022
3,信息传输、软件和信息技术服务业,0.01,6.367677,2024-12-31,240022
4,交通运输、仓储和邮政业,0.0,3.18648,2024-12-31,240022
5,采矿业,61.12,106925.6201,2024-09-30,240022
6,制造业,19.85,34719.423798,2024-09-30,240022
7,电力、热力、燃气及水生产和供应业,5.59,9771.3,2024-09-30,240022
8,信息传输、软件和信息技术服务业,0.01,11.880334,2024-09-30,240022
9,采矿业,62.06,111457.499,2024-06-30,240022
10,制造业,17.25,30974.986573,2024-06-30,240022
11,电力、热力、燃气及水生产和供应业,4.45,7990.2,2024-06-30,240022
12,信息传输、软件和信息技术服务业,0.0,4.698102,2024-06-30,240022
13,采矿业,62.44,120137.342745,2024-03-31,240022
14,制造业,18.92,36409.237922,2024-03-31,240022
15,电力、热力、燃气及水生产和供应业,3.24,6238.0,2024-03-31,240022
16,科学研究和技术服务业,0.0,1.575021,2024-03-31,240022
17,信息传输、软件和信息技术服务业,0.0,1.246082,2024-03-31,240022
18,交通运输、仓储和邮政业,0.0,1.155645,2024-03-31,240022
19,租赁和商务服务业,0.0,0.30976,2024-03-31,240022
1,制造业,65.87,34339.837512,2024-12-31,519110
2,电力、热力、燃气及水生产和供应业,3.72,1941.8574,2024-12-31,519110
3,房地产业,2.1,1097.2776,2024-12-31,519110
4,金融业,1.96,1024.2971,2024-12-31,519110
5,信息传输、软件和信息技术服务业,0.97,505.496792,2024-12-31,519110
6,交通运输、仓储和邮政业,0.01,2.7616,2024-12-31,519110
7,制造业,57.52,29653.896401,2024-09-30,519110
8,采矿业,8.94,4607.4346,2024-09-30,519110
9,房地产业,8.85,4560.8821,2024-09-30,519110
10,信息传输、软件和信息技术服务业,6.84,3523.682429,2024-09-30,519110
11,科学研究和技术服务业,0.23,116.8185,2024-09-30,519110
12,交通运输、仓储和邮政业,0.0,0.3696,2024-09-30,519110
13,制造业,48.61,22732.175167,2024-06-30,519110
14,采矿业,11.53,5390.5594,2024-06-30,519110
15,信息传输、软件和信息技术服务业,7.16,3349.236771,2024-06-30,519110
16,电力、热力、燃气及水生产和供应业,1.01,470.1294,2024-06-30,519110
17,交通运输、仓储和邮政业,0.0,0.407,2024-06-30,519110
18,租赁和商务服务业,0.0,0.241912,2024-06-30,519110
19,制造业,69.32,34097.704371,2024-03-31,519110
20,采矿业,11.47,5639.4994,2024-03-31,519110
21,电力、热力、燃气及水生产和供应业,1.8,884.568,2024-03-31,519110
22,批发和零售业,0.26,127.3441,2024-03-31,519110
23,信息传输、软件和信息技术服务业,0.0,0.653672,2024-03-31,519110
24,交通运输、仓储和邮政业,0.0,0.3438,2024-03-31,519110
25,租赁和商务服务业,0.0,0.30976,2024-03-31,519110
1,制造业,56.01,63399.27238,2024-12-31,202002
2,金融业,5.01,5668.7602,2024-12-31,202002
3,电力、热力、燃气及水生产和供应业,3.9,4411.26075,2024-12-31,202002
4,交通运输、仓储和邮政业,2.45,2771.833205,2024-12-31,202002
5,信息传输、软件和信息技术服务业,2.42,2738.388437,2024-12-31,202002
6,采矿业,1.43,1621.624305,2024-12-31,202002
7,租赁和商务服务业,1.05,1185.6095,2024-12-31,202002
8,科学研究和技术服务业,0.94,1062.8224,2024-12-31,202002
9,批发和零售业,0.27,306.919936,2024-12-31,202002
10,制造业,47.1,55773.062171,2024-09-30,202002
11,采矿业,6.44,7624.718354,2024-09-30,202002
12,交通运输、仓储和邮政业,6.31,7476.636131,2024-09-30,202002
13,信息传输、软件和信息技术服务业,4.87,5771.427944,2024-09-30,202002
14,电力、热力、燃气及水生产和供应业,2.78,3289.149,2024-09-30,202002
15,金融业,1.89,2236.67822,2024-09-30,202002
16,租赁和商务服务业,1.32,1566.2895,2024-09-30,202002
17,批发和零售业,0.93,1102.741822,2024-09-30,202002
18,制造业,49.76,54739.99042,2024-06-30,202002
19,采矿业,5.1,5611.695372,2024-06-30,202002
20,信息传输、软件和信息技术服务业,4.83,5314.113902,2024-06-30,202002
21,交通运输、仓储和邮政业,4.69,5159.617699,2024-06-30,202002
22,金融业,3.17,3490.1,2024-06-30,202002
23,电力、热力、燃气及水生产和供应业,2.62,2883.2898,2024-06-30,202002
24,租赁和商务服务业,2.14,2358.3897,2024-06-30,202002
25,批发和零售业,1.84,2019.228464,2024-06-30,202002
26,制造业,52.34,59722.306851,2024-03-31,202002
27,采矿业,7.31,8339.531678,2024-03-31,202002
28,金融业,4.61,5266.1373,2024-03-31,202002
29,信息传输、软件和信息技术服务业,3.91,4457.71481,2024-03-31,202002
30,交通运输、仓储和邮政业,3.44,3922.220335,2024-03-31,202002
31,租赁和商务服务业,2.26,2576.63541,2024-03-31,202002
32,批发和零售业,1.69,1927.9923,2024-03-31,202002
33,电力、热力、燃气及水生产和供应业,1.18,1349.9587,2024-03-31,202002
34,农、林、牧、渔业,0.29,335.16,2024-03-31,202002
35,科学研究和技术服务业,0.09,107.608489,2024-03-31,202002
36,水利、环境和公共设施管理业,0.01,7.73472,2024-03-31,202002
1,制造业,56.61,87346.428466,2024-12-31,202001
2,金融业,5.01,7729.552957,2024-12-31,202001
3,电力、热力、燃气及水生产和供应业,3.87,5970.831002,2024-12-31,202001
4,交通运输、仓储和邮政业,2.5,3851.689825,2024-12-31,202001
5,信息传输、软件和信息技术服务业,2.43,3754.796837,2024-12-31,202001
6,采矿业,1.43,2211.986392,2024-12-31,202001
7,租赁和商务服务业,1.06,1629.23765,2024-12-31,202001
8,科学研究和技术服务业,0.94,1447.552,2024-12-31,202001
9,批发和零售业,0.29,443.623424,2024-12-31,202001
10,制造业,47.18,76492.57663,2024-09-30,202001
11,采矿业,6.43,10429.3774,2024-09-30,202001
12,交通运输、仓储和邮政业,6.36,10315.590836,2024-09-30,202001
13,信息传输、软件和信息技术服务业,4.87,7899.04949,2024-09-30,202001
14,电力、热力、燃气及水生产和供应业,2.74,4439.028535,2024-09-30,202001
15,金融业,1.89,3061.01468,2024-09-30,202001
16,租赁和商务服务业,1.32,2143.67075,2024-09-30,202001
17,批发和零售业,0.95,1532.380248,2024-09-30,202001
18,制造业,49.67,74868.326574,2024-06-30,202001
19,采矿业,5.09,7673.765989,2024-06-30,202001
20,信息传输、软件和信息技术服务业,4.82,7272.515501,2024-06-30,202001
21,交通运输、仓储和邮政业,4.73,7129.637679,2024-06-30,202001
22,金融业,3.16,4755.759976,2024-06-30,202001
23,电力、热力、燃气及水生产和供应业,2.55,3846.111794,2024-06-30,202001
