fund_code,archetype,composite,ff5_adj_return
3962,均衡型(其他),0.1743971800296957,0.0248627711471396
4148,均衡型(其他),-0.2044153111557338,0.025793532719058
4232,均衡型(其他),-0.3037867802799468,-0.0094053448255705
4320,均衡型(其他),-0.1037641127015655,0.0368000398299674
4374,均衡型(其他),-0.4404510074979786,9.507252347873168e-05
4375,均衡型(其他),-0.4517504849558776,-0.0004091353196684
5001,均衡型(其他),-0.2203750570353589,0.0006030114535253
5094,均衡型(其他),0.0430887746283799,0.0405594173372208
5119,均衡型(其他),0.1694162599108299,0.0225235291752134
5136,低偏误纪律型,-0.0176670048777732,0.0261705713285148
5207,均衡型(其他),-0.0375642967707478,0.0179153570906287
5449,均衡型(其他),-0.7002200519880284,0.0067098275109251
5550,均衡型(其他),-0.2262771431933471,0.0180931787035083
5551,均衡型(其他),-0.2217838179412177,0.0160125380194703
5729,低偏误纪律型,0.1350913003977183,0.0327193003139594
5765,均衡型(其他),0.0388032967320356,0.0276215091452218
5774,行业集中下注型,-0.0427496282312317,0.0226460265132667
5775,低偏误纪律型,0.4185738759742878,0.0533670321473608
5776,低偏误纪律型,0.6601229131806147,0.0513186242437676
5787,均衡型(其他),-0.4036875879792862,0.0156673806682173
5819,行业集中下注型,0.210094511763818,0.0417495132421089
5844,行业集中下注型,0.2452212312797901,0.0006174630752206
5875,均衡型(其他),-0.4202591214246415,0.0035421221600611
5903,低偏误纪律型,0.0349612759132871,0.0346191411652569
5914,均衡型(其他),-0.2294228612101983,0.035179814544973
5939,行业集中下注型,0.2464631325274716,0.0427908730141525
5940,行业集中下注型,0.2532320633769847,0.0417783629973911
6025,均衡型(其他),-0.0508215963918116,0.0146254996788066
6154,均衡型(其他),-0.0767941460156713,0.0081414797397176
6250,行业集中下注型,0.1633576806214106,0.0398412518008718
6271,均衡型(其他),-0.3815693099580192,0.0021647206739474
6281,均衡型(其他),0.1513894148532454,0.05491400555898
6314,低偏误纪律型,-0.2108835406201543,0.0190080316043888
6315,低偏误纪律型,-0.2084138272484549,0.0181277395456428
6522,均衡型(其他),-0.4563785799547761,0.0066685171181609
6523,均衡型(其他),-0.4725046689056268,0.0044709233362879
6533,均衡型(其他),-0.0909691775453585,0.0479438119630184
6615,均衡型(其他),-0.1550208497878855,0.0421722019816065
6616,均衡型(其他),-0.1641733879303838,0.0412374951530187
6769,均衡型(其他),-0.3547194781828608,0.0051328128007715
6887,低偏误纪律型,0.1685151790943088,0.0220129956510113
6888,低偏误纪律型,0.1728357693965537,0.021929657693006
6904,均衡型(其他),-0.1329459758771187,0.0213415121179596
6905,均衡型(其他),-0.1417472597759254,0.0199585963024281
6969,均衡型(其他),0.0001375092144096,0.034462987286061
6976,均衡型(其他),-0.2009282433672068,0.0030471789401624
7049,均衡型(其他),-0.2067575913502339,0.0104020065265001
7113,均衡型(其他),-0.4686457886430926,-0.0073588930817408
7114,均衡型(其他),-0.4716780839525865,-0.0079559135186638
7305,低偏误纪律型,0.2253495519931737,0.0122866362965343
7340,均衡型(其他),-0.1069254378593447,0.0239576516023514
7341,均衡型(其他),-0.1254304867023573,0.0219031045523169
7343,均衡型(其他),-0.0038977535087618,0.0364658813893364
7346,均衡型(其他),0.0149208833530538,0.0560373816486776
7349,均衡型(其他),-0.2246553139334154,-0.0033993739330328
7350,均衡型(其他),-0.4763679002852266,-0.0165622978751739
7353,均衡型(其他),-0.5167391586982948,-0.0185234001310069
7449,均衡型(其他),-0.0877350423181762,0.0106113842612039
7450,均衡型(其他),-0.1351862581578543,0.0091784177910204
7490,行业集中下注型,0.1327846453051954,0.0074374515095833
7491,行业集中下注型,0.1371140374305274,0.0053984948993299
7639,均衡型(其他),0.0192426072203099,-0.009249383909816
7731,均衡型(其他),0.0267204881431152,0.0179791639420916
7895,均衡型(其他),-0.6086580623677819,0.0027070779812084
8185,均衡型(其他),-0.0416587726586846,-0.0074382039301495
8208,均衡型(其他),-0.3689569102796939,0.0191571416184537
8467,均衡型(其他),-0.4020616488171945,0.0161639076453774
8528,低偏误纪律型,-0.0781985461019182,-0.0106957681568864
8555,均衡型(其他),-0.4010198645965202,0.0033973546185805
8734,均衡型(其他),0.003072066288215,0.0151252455904933
8988,低偏误纪律型,0.2481883190053251,0.0428614500549803
8989,低偏误纪律型,0.0305324890284282,0.0418353149511181
9049,均衡型(其他),0.2734066312396874,0.0329709264115956
9062,均衡型(其他),0.0676220994135263,0.0256743948552309
9063,均衡型(其他),0.2560924763537659,0.0236162816656455
9242,均衡型(其他),0.2494962464248253,0.0278539936319685
9243,均衡型(其他),-0.0293923844543131,0.0267336053243368
9707,均衡型(其他),0.1156397300405307,0.0380681713736838
9708,均衡型(其他),0.2874433066219766,0.0370220395263921
9808,均衡型(其他),0.0744649885915808,0.0197974039453076
9855,均衡型(其他),0.1122044490092468,0.0488777508186158
9856,均衡型(其他),0.1028656344382367,0.04778415235509
9913,风控择股型(赢家),0.3071673407584481,0.0349548722132678
9993,均衡型(其他),-0.0320263051497449,0.0080292007379845
10115,均衡型(其他),0.0886331233974597,0.0135594787440172
10237,行业集中下注型,-0.1686288828716208,-0.0017386282076819
10238,行业集中下注型,-0.2220323030004327,-0.0030135817238213
10335,均衡型(其他),-0.3347712182487578,-0.0122359057976574
10389,均衡型(其他),-0.3873207459992582,0.0044240242318653
10390,均衡型(其他),-0.4898881231539755,0.0024544969517176
10415,低偏误纪律型,-0.5516260946990403,-0.0077034964919926
10416,低偏误纪律型,-0.5623942778086933,-0.0089446704456374
10912,行业集中下注型,0.2009095970396356,0.0146244764195158
10913,行业集中下注型,0.4051099668401779,0.0133627169148637
11120,行业集中下注型,-0.0445678436523035,0.0075562812412971
11300,均衡型(其他),-0.1013129398339826,0.0342600355394938
11301,均衡型(其他),0.1214763418925105,0.0332321331250756
11369,低偏误纪律型,-0.0615897611053661,0.004021816087455
11370,低偏误纪律型,0.0596571368864036,0.0025295039210241
11399,均衡型(其他),-0.1254930320956027,0.0074716375470087
11400,均衡型(其他),-0.3498286249689138,0.0062278225836241
11412,均衡型(其他),0.0708709703091948,0.012556927245114
11452,均衡型(其他),-0.7277772754557649,-0.0167955363808253
11488,均衡型(其他),0.0198700561327613,0.0081549304012393
11822,均衡型(其他),0.0715099744198931,0.0432748501721663
11823,均衡型(其他),-0.1816842818799639,0.042213429124301
11891,均衡型(其他),0.0846784719990201,0.0409794292398733
11892,均衡型(其他),0.1026194254557994,0.0399750342420911
12301,均衡型(其他),-0.1491126924548042,0.0449895143768716
12456,均衡型(其他),0.1207325339667434,0.011175845839296
12457,均衡型(其他),0.0592246094121334,0.0091530316035533
13107,行业集中下注型,0.076461816572159,0.0492602217459781
13108,行业集中下注型,0.0629753766440047,0.0476892116285283
13238,均衡型(其他),-0.6424828163981567,0.0141538245238417
13239,均衡型(其他),-0.6473183332031083,0.0121435755780717
13312,行业集中下注型,-0.3471230144663674,-0.0085691263078614
13369,行业集中下注型,-0.0404490535393704,0.045971767788349
13370,行业集中下注型,-0.0485831328179509,0.0449609987681617
13840,行业集中下注型,0.2771504993173884,0.0330038358324086
13841,行业集中下注型,0.3545292099019067,0.0324965638259257
13949,均衡型(其他),-0.2991398464496316,0.0139878867520665
14282,行业集中下注型,-0.0715093803681336,0.0382923098518813
14319,行业集中下注型,0.4592410026551083,0.0724710293173273
14320,行业集中下注型,0.5072911176541711,0.0714133033259355
14497,均衡型(其他),-0.3479941668259487,0.0068940361256138
14549,均衡型(其他),-0.1045126232652223,0.0196562333993891
14611,低偏误纪律型,0.2612117918300989,0.0644539309409654
14612,低偏误纪律型,-0.0669942567970563,0.0628694616125782
14833,均衡型(其他),0.0138504763351787,0.0431729316478792
14975,行业集中下注型,0.6317704969388918,0.0479077632249828
14989,行业集中下注型,0.5443521671532526,0.0305005333493226
15389,低偏误纪律型,0.3526580001644369,0.0602256995246679
15491,均衡型(其他),-0.0796402557138333,0.0149065907466135
15576,低偏误纪律型,-0.3778037942079597,0.0211127498701492
15585,行业集中下注型,0.5902529358816302,0.0249578528084393
15967,行业集中下注型,0.6040919038851651,0.0565348921788293
16262,行业集中下注型,-0.0230277394177085,-0.0107972839898921
16263,行业集中下注型,0.1321608195846729,0.0294196069798011
16370,风控择股型(赢家),0.0967159493400112,0.0681315774726532
16371,低偏误纪律型,-0.2255627226129509,0.0667092488602562
16461,风控择股型(赢家),0.4338578506840757,0.0877495305333372
16500,行业集中下注型,0.6395762914240228,0.0801711827599117
16501,行业集中下注型,0.4661037638998734,0.0791686359875081
16579,均衡型(其他),0.2660511254253692,0.1050024973879302
16721,风控择股型(赢家),2.048018848343788,
16772,均衡型(其他),-0.6033803902562218,-0.0082806088335663
16773,均衡型(其他),-0.4185180217688567,-0.0097068160144725
16780,风控择股型(赢家),0.3654567658501251,0.0502213518879331
17102,行业集中下注型,0.6449453275471037,0.0514558376894871
17103,行业集中下注型,0.6467004097231047,0.0500000717303992
17234,低偏误纪律型,1.053656985199663,
17612,行业集中下注型,0.1971235551586822,0.0271905523581855
17732,低偏误纪律型,-0.1001706831441578,-0.0046144111952952
17811,行业集中下注型,0.7250350474589836,0.0178963362904939
17876,行业集中下注型,-0.1692055943361489,-0.0309239218694993
17927,行业集中下注型,0.0425416433776584,0.0144793789489508
18291,低偏误纪律型,-0.2737347962334757,-0.0291127020353222
18325,行业集中下注型,0.6254415870064945,0.0255998446267078
18326,行业集中下注型,0.6183586772917508,0.0246578002272414
18358,均衡型(其他),0.0555545879765327,-0.0070716751824976
18359,均衡型(其他),0.0481117401408411,-0.007997881726106
18956,风控择股型(赢家),1.3787498488429415,0.0541269883987781
18957,风控择股型(赢家),1.1825727568978226,0.0526382054293659
19018,风控择股型(赢家),1.3111557464782302,0.0331326593873025
19032,风控择股型(赢家),0.5654807998417608,-0.0132565206267568
19034,风控择股型(赢家),0.6378704089646753,0.009812749504277
19426,风控择股型(赢家),1.225380543648504,
19427,风控择股型(赢家),1.212896230185902,
19571,风控择股型(赢家),0.6595947013983289,0.0415013747595741
19829,风控择股型(赢家),1.3806392021499343,
19830,行业集中下注型,1.1224837043878153,
19925,行业集中下注型,0.8360829058680288,0.028976127441233
20018,均衡型(其他),-0.2663523706859405,0.0031596235756425
20469,风控择股型(赢家),1.3983835203251076,
20470,风控择股型(赢家),1.3180305967385089,
21179,风控择股型(赢家),1.1055139594044592,
21180,风控择股型(赢家),1.2780027431086307,
21382,行业集中下注型,0.6660926038759866,
21383,行业集中下注型,0.5798605914565876,
21510,行业集中下注型,1.4957041347368687,
21511,行业集中下注型,1.468276164144287,
21523,均衡型(其他),0.4128264195810271,
21528,均衡型(其他),0.8109232406369742,
21593,风控择股型(赢家),1.5013219651415606,
21594,风控择股型(赢家),1.617278125438243,
21626,风控择股型(赢家),2.3577737995285464,
21627,风控择股型(赢家),2.353377757706147,
21792,行业集中下注型,0.5609528904700407,
21793,行业集中下注型,0.5565659297477153,
22364,行业集中下注型,1.469266006498517,
22365,行业集中下注型,1.501253441530913,
22368,低偏误纪律型,1.487240274547025,
22709,风控择股型(赢家),1.3414636487850828,
22735,均衡型(其他),0.5381065422577871,
22740,均衡型(其他),0.7707845176464381,
23397,风控择股型(赢家),1.3635490459624195,
23398,风控择股型(赢家),1.354651910171932,
23451,均衡型(其他),0.9660111614107436,
23452,均衡型(其他),0.9528726423729262,
24052,行业集中下注型,2.159172257273981,
24053,行业集中下注型,2.159172257273981,
24459,行业集中下注型,1.1429639120752026,
24460,行业集中下注型,1.2136018440345246,
24592,行业集中下注型,1.504469080414754,
24593,行业集中下注型,1.504469080414754,
40001,均衡型(其他),-0.3832962516775276,-0.0172805000692208
40008,均衡型(其他),-0.4349316796634157,-0.0035578487745378
40011,均衡型(其他),-0.3109659395499407,0.0139115577055662
40016,均衡型(其他),-0.2158089660012838,0.0032326463126066
40025,均衡型(其他),0.1975335331642949,0.039184829129205
50004,均衡型(其他),-0.7439031412221263,-0.0092075627421238
50009,均衡型(其他),-0.2168006562135297,0.0202013952430042
50010,均衡型(其他),-0.0688074946486972,0.0278201988958012
70027,均衡型(其他),-0.1993363940091545,0.0077917537873947
100022,均衡型(其他),-0.1095748513660009,0.0341793454959827
100039,均衡型(其他),-0.0856634937221824,0.0396155899339657
100060,均衡型(其他),-0.3223271382148646,0.011406094362416
110002,均衡型(其他),-0.3506599394009071,0.0115220125675258
110005,均衡型(其他),-0.3822834761960604,-0.0011515418666785
110009,均衡型(其他),-0.2021616709786945,0.0184293759990863
110013,均衡型(其他),-0.2319913893855018,0.0271434514639283
110015,均衡型(其他),-0.5826971440884081,0.0053530805462573
110025,均衡型(其他),0.1236349568620724,0.027864797554559
110029,均衡型(其他),-0.1655502103863648,0.0293969377155943
112002,均衡型(其他),-0.5062746565752955,-0.0040890008825705
121003,均衡型(其他),-0.3866584447273359,0.014103320896554
150968,均衡型(其他),-0.1502909982021891,0.0063901490719702
151001,均衡型(其他),-0.141490284894287,0.020944187663494
160220,均衡型(其他),-0.0462094727222798,0.0215293812878744
160226,均衡型(其他),-0.0900966444082919,0.0187155540751519
160605,均衡型(其他),-0.2713131496342216,0.0087479175098927
161606,均衡型(其他),-0.6580375616922546,-0.002619648951114
161810,行业集中下注型,-0.056375660694227,0.0168922389943519
161903,行业集中下注型,0.0095752185843508,0.0275514530938881
162006,均衡型(其他),-0.1850626114944868,0.0188821961144666
162201,行业集中下注型,0.1081009193748282,0.0502770818404164
162204,均衡型(其他),-0.2154293823581494,0.0316995762058078
162209,均衡型(其他),-0.1400217829023947,0.0221937192037071
162214,行业集中下注型,0.0776653107566659,0.0074337578342797
162703,均衡型(其他),-0.3757347039825942,0.0009411182260391
163402,均衡型(其他),-0.2868725989005369,-0.0092441828350206
163406,均衡型(其他),-0.2464344167441995,0.008024389447008
163411,均衡型(其他),-0.3376164224332489,0.0086085892709604
163412,低偏误纪律型,-0.361913209610434,-0.0059036053707492
166001,均衡型(其他),-0.3573059621262025,0.0174736257614912
166005,均衡型(其他),-0.2211328696018004,-0.0073778552503251
168002,均衡型(其他),-0.3175183052140238,0.0010479820086009
168401,低偏误纪律型,0.2598069455534932,0.0428544835933719
180031,均衡型(其他),-0.0610937975036201,0.01935842827713
200012,均衡型(其他),-0.2012374087968853,0.0162667878316607
202001,均衡型(其他),-0.3523967128709573,0.0176269100355215
202002,均衡型(其他),-0.4639081000087817,0.0177863851832164
202027,均衡型(其他),0.0645359629289775,0.019875880700393
206009,均衡型(其他),-0.4396771142095619,-0.0017978594095414
210004,均衡型(其他),-0.2223532322857889,0.0138753199974936
210008,均衡型(其他),-0.1537039373929391,0.0310330238824803
213003,均衡型(其他),-0.2416017351300156,0.0277033758138753
213008,均衡型(其他),-0.2930408145075542,-0.0051897829796335
240005,均衡型(其他),-0.536778905352277,-0.016338233755577
240011,低偏误纪律型,-0.0242082352194349,0.0193172142471625
240017,均衡型(其他),-0.224128060156182,0.0196279450855713
240022,行业集中下注型,0.2882754377107004,0.0437645064232315
257020,均衡型(其他),-0.1861473921766317,0.0125890009219668
257030,均衡型(其他),-0.1272359985862944,0.0118877429730779
257070,行业集中下注型,0.2667620198565848,0.0407229905079369
260112,均衡型(其他),0.1432864941870515,0.0260533392953554
260117,均衡型(其他),0.00789475635461,0.0261015436174069
270028,均衡型(其他),-0.0937071281801773,0.0271056459490998
290008,均衡型(其他),-0.0935085219932101,-0.0146476816231972
290014,均衡型(其他),-0.1340018151975033,-0.0353852167729276
310358,均衡型(其他),-0.1485962424000393,0.0191640364870465
320005,均衡型(其他),-0.2550914855745115,0.015368139211424
320007,行业集中下注型,0.3141952389868511,0.020947304307366
340007,均衡型(其他),-0.6167562127308343,-0.0069460720915497
360016,均衡型(其他),-0.3313727583620801,0.0095682356568504
370024,均衡型(其他),-0.2597051305620074,0.0185079752680766
370027,均衡型(其他),-0.2084212463363745,0.0185762783198391
375010,均衡型(其他),-0.224873399303899,0.0247806965060898
377010,均衡型(其他),-0.3036313082669952,-0.0070198973838912
377240,低偏误纪律型,-0.0517397968686361,0.0271977082789619
378010,均衡型(其他),-0.3756345152397295,0.001453077105757
379010,低偏误纪律型,-0.2189896895054781,0.0069594556515096
400001,均衡型(其他),-0.4128529259433041,-0.0055343969791061
460007,均衡型(其他),-0.418151538381332,0.0079498032712863
470009,均衡型(其他),-0.1917924434448844,0.0168785227472689
470028,均衡型(其他),-0.4686641395314126,-0.0179155227121846
470098,均衡型(其他),-0.3745571435566394,0.015325974461731
481001,均衡型(其他),-0.4496573769275866,0.0144872572293903
481008,均衡型(其他),-0.3673424458215601,0.0086963181205361
481010,均衡型(其他),-0.2222809071084455,0.030141046277584
481015,均衡型(其他),-0.0990439183262394,0.0284786862063731
501026,均衡型(其他),-0.4858389045369624,0.0028151641844839
501054,均衡型(其他),-0.4128614322124517,0.0132374992141653
501079,均衡型(其他),0.0714844462338709,0.044100397778233
501082,均衡型(其他),0.150285331931787,0.0312643183601546
519005,均衡型(其他),-0.1495278247474639,0.0183555369751689
519013,均衡型(其他),-0.321858784850771,0.0074893499573407
519018,均衡型(其他),-0.4522442012748222,0.0058540112785649
519026,低偏误纪律型,0.020048925952855,0.0358804139912185
519089,均衡型(其他),-0.1341718549719268,0.0202363100968619
519110,均衡型(其他),-0.4644475066229591,0.0009157517063031
519158,均衡型(其他),-0.4227274657049665,-0.0108870044073117
519172,均衡型(其他),-0.2082692973146783,0.0163529614237606
519173,均衡型(其他),-0.1737774232909454,0.0143513048429317
519181,均衡型(其他),-0.1479291438415102,0.0321758787958522
519185,行业集中下注型,-0.0411322980749038,0.0371066412888089
519670,均衡型(其他),-0.2105774985056206,0.0248412302872625
519672,均衡型(其他),-0.113334497015896,0.0184056204074003
519674,行业集中下注型,0.2925127783988518,0.0432231729813672
519679,均衡型(其他),-0.2109110141386286,0.0200712088128796
519688,均衡型(其他),-0.330878525478097,0.0084335144521205
519698,均衡型(其他),-0.2850569790485017,0.008386301525097
519704,均衡型(其他),-0.2986419881658459,0.0074123020035549
519770,均衡型(其他),0.1172400323920959,0.0376355243517906
519771,均衡型(其他),0.115157936073384,0.0377821022107242
519773,均衡型(其他),-0.1017731099581242,0.0198844862273969
530019,均衡型(其他),-0.2711733864470242,0.0068101994624386
570001,均衡型(其他),-0.0925802827950501,0.028730634835778
570008,均衡型(其他),-0.0785041892270728,0.0301928039782197
580001,均衡型(其他),-0.0521755670389383,0.0401442996698237
580002,均衡型(其他),-0.2597527788610965,0.0008387809226583
580006,行业集中下注型,0.2623630548743116,0.0164518180211361
610006,均衡型(其他),-0.0582989872168486,0.0023593446636821
630001,均衡型(其他),-0.6888821524756965,-0.0110441703170539
630002,均衡型(其他),0.1115560180831771,0.0325467572862088
630010,均衡型(其他),-0.3524094334062806,0.0239497496347897
630011,均衡型(其他),-0.3019543362002685,0.0193038445774016
660005,均衡型(其他),-0.3189375829385213,0.0117034284132716
660015,低偏误纪律型,0.0761925361667199,0.0272684195788728
720001,均衡型(其他),-0.1435973676701093,0.0305620826586674
740001,均衡型(其他),-0.3287396068338815,0.021377050436207
952004,均衡型(其他),-0.3028424472752133,0.0051335458709199
959991,均衡型(其他),-0.2899888010733619,0.0050203126537921
