净值日期,单位净值,日增长率,累计净值,日收益率,quarter
2023-02-16,0.9086,-1.07,0.9086,-0.010700000000000001,2023Q1
2023-02-17,0.891,-1.94,0.891,-0.0194,2023Q1
2023-02-20,0.9063,1.72,0.9063,0.0172,2023Q1
2023-02-21,0.8969,-1.04,0.8969,-0.0104,2023Q1
2023-02-22,0.8985,0.18,0.8985,0.0018,2023Q1
2023-02-23,0.9009,0.27,0.9009,0.0027,2023Q1
2023-02-24,0.8864,-1.61,0.8864,-0.0161,2023Q1
2023-02-27,0.8913,0.55,0.8913,0.0055000000000000005,2023Q1
2023-02-28,0.8886,-0.3,0.8886,-0.003,2023Q1
2023-03-01,0.8887,0.01,0.8887,0.0001,2023Q1
2023-03-02,0.8787,-1.13,0.8787,-0.0113,2023Q1
2023-03-03,0.8752,-0.4,0.8752,-0.004,2023Q1
2023-03-06,0.8855,1.18,0.8855,0.0118,2023Q1
2023-03-07,0.8743,-1.26,0.8743,-0.0126,2023Q1
2023-03-08,0.8695,-0.55,0.8695,-0.0055000000000000005,2023Q1
2023-03-09,0.8625,-0.81,0.8625,-0.008100000000000001,2023Q1
2023-03-10,0.8509,-1.34,0.8509,-0.0134,2023Q1
2023-03-13,0.8574,0.76,0.8574,0.0076,2023Q1
2023-03-14,0.8402,-2.01,0.8402,-0.020099999999999996,2023Q1
2023-03-15,0.8339,-0.75,0.8339,-0.0075,2023Q1
2023-03-16,0.8174,-1.98,0.8174,-0.019799999999999998,2023Q1
2023-03-17,0.8026,-1.81,0.8026,-0.0181,2023Q1
2023-03-20,0.8077,0.64,0.8077,0.0064,2023Q1
2023-03-21,0.8305,2.82,0.8305,0.0282,2023Q1
2023-03-22,0.8262,-0.52,0.8262,-0.0052,2023Q1
2023-03-23,0.8267,0.06,0.8267,0.0006,2023Q1
2023-03-24,0.8301,0.41,0.8301,0.0040999999999999995,2023Q1
2023-03-27,0.8277,-0.29,0.8277,-0.0029,2023Q1
2023-03-28,0.8306,0.35,0.8306,0.0034999999999999996,2023Q1
2023-03-29,0.8363,0.69,0.8363,0.0069,2023Q1
2023-03-30,0.8428,0.78,0.8428,0.0078000000000000005,2023Q1
2023-03-31,0.8426,-0.02,0.8426,-0.0002,2023Q1
2023-04-03,0.8442,0.19,0.8442,0.0019,2023Q2
2023-04-04,0.8376,-0.78,0.8376,-0.0078000000000000005,2023Q2
2023-04-06,0.8244,-1.58,0.8244,-0.0158,2023Q2
2023-04-07,0.8191,-0.64,0.8191,-0.0064,2023Q2
2023-04-10,0.812,-0.87,0.812,-0.0087,2023Q2
2023-04-11,0.7993,-1.56,0.7993,-0.015600000000000001,2023Q2
2023-04-12,0.7855,-1.73,0.7855,-0.0173,2023Q2
2023-04-13,0.7849,-0.08,0.7849,-0.0008,2023Q2
2023-04-14,0.7828,-0.27,0.7828,-0.0027,2023Q2
2023-04-17,0.7919,1.16,0.7919,0.0116,2023Q2
2023-04-18,0.7962,0.54,0.7962,0.0054,2023Q2
2023-04-19,0.791,-0.65,0.791,-0.006500000000000001,2023Q2
2023-04-20,0.7827,-1.05,0.7827,-0.0105,2023Q2
2023-04-21,0.7697,-1.66,0.7697,-0.0166,2023Q2
2023-04-24,0.7548,-1.94,0.7548,-0.0194,2023Q2
2023-04-25,0.7547,-0.01,0.7547,-0.0001,2023Q2
2023-04-26,0.7568,0.28,0.7568,0.0028000000000000004,2023Q2
2023-04-27,0.755,-0.24,0.755,-0.0024,2023Q2
2023-04-28,0.7676,1.67,0.7676,0.0167,2023Q2
2023-05-04,0.7599,-1.0,0.7599,-0.01,2023Q2
2023-05-05,0.7601,0.03,0.7601,0.0003,2023Q2
2023-05-08,0.76,-0.01,0.76,-0.0001,2023Q2
2023-05-09,0.7493,-1.41,0.7493,-0.0141,2023Q2
2023-05-10,0.7526,0.44,0.7526,0.0044,2023Q2
2023-05-11,0.751,-0.21,0.751,-0.0021,2023Q2
2023-05-12,0.7377,-1.77,0.7377,-0.0177,2023Q2
2023-05-15,0.7559,2.47,0.7559,0.024700000000000003,2023Q2
2023-05-16,0.7455,-1.38,0.7455,-0.0138,2023Q2
2023-05-17,0.7392,-0.85,0.7392,-0.0085,2023Q2
2023-05-18,0.7387,-0.07,0.7387,-0.0007000000000000001,2023Q2
2023-05-19,0.7442,0.74,0.7442,0.0074,2023Q2
2023-05-22,0.7483,0.55,0.7483,0.0055000000000000005,2023Q2
2023-05-23,0.7349,-1.79,0.7349,-0.0179,2023Q2
2023-05-24,0.727,-1.07,0.727,-0.010700000000000001,2023Q2
2023-05-25,0.7333,0.87,0.7333,0.0087,2023Q2
2023-05-26,0.738,0.64,0.738,0.0064,2023Q2
2023-05-29,0.73,-1.08,0.73,-0.0108,2023Q2
2023-05-30,0.7337,0.51,0.7337,0.0051,2023Q2
2023-05-31,0.7214,-1.68,0.7214,-0.0168,2023Q2
2023-06-01,0.7207,-0.1,0.7207,-0.001,2023Q2
2023-06-02,0.7358,2.1,0.7358,0.021,2023Q2
2023-06-05,0.7266,-1.25,0.7266,-0.0125,2023Q2
2023-06-06,0.7193,-1.0,0.7193,-0.01,2023Q2
2023-06-07,0.7101,-1.28,0.7101,-0.0128,2023Q2
2023-06-08,0.704,-0.86,0.704,-0.0086,2023Q2
2023-06-09,0.7113,1.04,0.7113,0.0104,2023Q2
2023-06-12,0.7306,2.71,0.7306,0.0271,2023Q2
2023-06-13,0.7374,0.93,0.7374,0.009300000000000001,2023Q2
2023-06-14,0.7536,2.2,0.7536,0.022000000000000002,2023Q2
2023-06-15,0.7667,1.74,0.7667,0.0174,2023Q2
2023-06-16,0.7826,2.07,0.7826,0.0207,2023Q2
2023-06-19,0.7848,0.28,0.7848,0.0028000000000000004,2023Q2
2023-06-20,0.7787,-0.78,0.7787,-0.0078000000000000005,2023Q2
2023-06-21,0.75,-3.69,0.75,-0.0369,2023Q2
2023-06-26,0.7248,-3.36,0.7248,-0.0336,2023Q2
2023-06-27,0.7274,0.36,0.7274,0.0036,2023Q2
2023-06-28,0.7212,-0.85,0.7212,-0.0085,2023Q2
2023-06-29,0.7215,0.04,0.7215,0.0004,2023Q2
2023-06-30,0.7306,1.26,0.7306,0.0126,2023Q2
2023-07-03,0.7362,0.77,0.7362,0.0077,2023Q3
2023-07-04,0.7377,0.2,0.7377,0.002,2023Q3
2023-07-05,0.7163,-2.9,0.7163,-0.028999999999999998,2023Q3
2023-07-06,0.7147,-0.22,0.7147,-0.0022,2023Q3
2023-07-07,0.7111,-0.5,0.7111,-0.005,2023Q3
2023-07-10,0.707,-0.58,0.707,-0.0058,2023Q3
2023-07-11,0.7135,0.92,0.7135,0.0092,2023Q3
2023-07-12,0.695,-2.59,0.695,-0.0259,2023Q3
2023-07-13,0.7178,3.28,0.7178,0.032799999999999996,2023Q3
2023-07-14,0.7193,0.21,0.7193,0.0021,2023Q3
2023-07-17,0.7179,-0.19,0.7179,-0.0019,2023Q3
2023-07-18,0.7129,-0.7,0.7129,-0.006999999999999999,2023Q3
2023-07-19,0.7059,-0.98,0.7059,-0.0098,2023Q3
2023-07-20,0.6782,-3.92,0.6782,-0.0392,2023Q3
2023-07-21,0.6724,-0.86,0.6724,-0.0086,2023Q3
2023-07-24,0.6735,0.16,0.6735,0.0016,2023Q3
2023-07-25,0.687,2.0,0.687,0.02,2023Q3
2023-07-26,0.6778,-1.34,0.6778,-0.0134,2023Q3
2023-07-27,0.6904,1.86,0.6904,0.018600000000000002,2023Q3
2023-07-28,0.7028,1.8,0.7028,0.018000000000000002,2023Q3
2023-07-31,0.7027,-0.01,0.7027,-0.0001,2023Q3
2023-08-01,0.6942,-1.21,0.6942,-0.0121,2023Q3
2023-08-02,0.6869,-1.05,0.6869,-0.0105,2023Q3
2023-08-03,0.694,1.03,0.694,0.0103,2023Q3
2023-08-04,0.7057,1.69,0.7057,0.0169,2023Q3
2023-08-07,0.6998,-0.84,0.6998,-0.0084,2023Q3
2023-08-08,0.6868,-1.86,0.6868,-0.018600000000000002,2023Q3
2023-08-09,0.6711,-2.29,0.6711,-0.0229,2023Q3
2023-08-10,0.6708,-0.04,0.6708,-0.0004,2023Q3
2023-08-11,0.6582,-1.88,0.6582,-0.018799999999999997,2023Q3
2023-08-14,0.6551,-0.47,0.6551,-0.004699999999999999,2023Q3
2023-08-15,0.6552,0.02,0.6552,0.0002,2023Q3
2023-08-16,0.6438,-1.74,0.6438,-0.0174,2023Q3
2023-08-17,0.6497,0.92,0.6497,0.0092,2023Q3
2023-08-18,0.628,-3.34,0.628,-0.0334,2023Q3
2023-08-21,0.6301,0.33,0.6301,0.0033,2023Q3
2023-08-22,0.6449,2.35,0.6449,0.0235,2023Q3
2023-08-23,0.6247,-3.13,0.6247,-0.0313,2023Q3
2023-08-24,0.6387,2.24,0.6387,0.022400000000000003,2023Q3
2023-08-25,0.6203,-2.88,0.6203,-0.0288,2023Q3
2023-08-28,0.6259,0.9,0.6259,0.009000000000000001,2023Q3
2023-08-29,0.6393,2.14,0.6393,0.021400000000000002,2023Q3
2023-08-30,0.6372,-0.33,0.6372,-0.0033,2023Q3
2023-08-31,0.6334,-0.6,0.6334,-0.006,2023Q3
2023-09-01,0.6313,-0.33,0.6313,-0.0033,2023Q3
2023-09-04,0.6471,2.5,0.6471,0.025,2023Q3
2023-09-05,0.633,-2.18,0.633,-0.0218,2023Q3
2023-09-06,0.6328,-0.03,0.6328,-0.0003,2023Q3
2023-09-07,0.6224,-1.64,0.6224,-0.016399999999999998,2023Q3
2023-09-08,0.6192,-0.51,0.6192,-0.0051,2023Q3
2023-09-11,0.6269,1.24,0.6269,0.0124,2023Q3
2023-09-12,0.6215,-0.86,0.6215,-0.0086,2023Q3
2023-09-13,0.6166,-0.79,0.6166,-0.0079,2023Q3
2023-09-14,0.6134,-0.52,0.6134,-0.0052,2023Q3
2023-09-15,0.6078,-0.91,0.6078,-0.0091,2023Q3
2023-09-18,0.6053,-0.41,0.6053,-0.0040999999999999995,2023Q3
2023-09-19,0.6054,0.02,0.6054,0.0002,2023Q3
2023-09-20,0.5991,-1.04,0.5991,-0.0104,2023Q3
2023-09-21,0.5926,-1.08,0.5926,-0.0108,2023Q3
2023-09-22,0.6144,3.68,0.6144,0.0368,2023Q3
2023-09-25,0.6057,-1.42,0.6057,-0.014199999999999999,2023Q3
2023-09-26,0.6037,-0.33,0.6037,-0.0033,2023Q3
2023-09-27,0.6079,0.7,0.6079,0.006999999999999999,2023Q3
2023-09-28,0.6076,-0.05,0.6076,-0.0005,2023Q3
2023-10-09,0.6031,-0.74,0.6031,-0.0074,2023Q4
2023-10-10,0.5984,-0.78,0.5984,-0.0078000000000000005,2023Q4
2023-10-11,0.602,0.6,0.602,0.006,2023Q4
2023-10-12,0.6021,0.02,0.6021,0.0002,2023Q4
2023-10-13,0.5894,-2.11,0.5894,-0.021099999999999997,2023Q4
2023-10-16,0.5843,-0.87,0.5843,-0.0087,2023Q4
2023-10-17,0.5857,0.24,0.5857,0.0024,2023Q4
2023-10-18,0.5775,-1.4,0.5775,-0.013999999999999999,2023Q4
2023-10-19,0.5649,-2.18,0.5649,-0.0218,2023Q4
2023-10-20,0.5624,-0.44,0.5624,-0.0044,2023Q4
2023-10-23,0.5564,-1.07,0.5564,-0.010700000000000001,2023Q4
2023-10-24,0.5565,0.02,0.5565,0.0002,2023Q4
2023-10-25,0.5554,-0.2,0.5554,-0.002,2023Q4
2023-10-26,0.5519,-0.63,0.5519,-0.0063,2023Q4
2023-10-27,0.5558,0.71,0.5558,0.0070999999999999995,2023Q4
2023-10-30,0.5613,0.99,0.5613,0.009899999999999999,2023Q4
2023-10-31,0.5553,-1.07,0.5553,-0.010700000000000001,2023Q4
2023-11-01,0.5564,0.2,0.5564,0.002,2023Q4
2023-11-02,0.5514,-0.9,0.5514,-0.009000000000000001,2023Q4
2023-11-03,0.5598,1.52,0.5598,0.0152,2023Q4
2023-11-06,0.5692,1.68,0.5692,0.0168,2023Q4
2023-11-07,0.5701,0.16,0.5701,0.0016,2023Q4
2023-11-08,0.5694,-0.12,0.5694,-0.0012,2023Q4
2023-11-09,0.57,0.11,0.57,0.0011,2023Q4
2023-11-10,0.5642,-1.02,0.5642,-0.0102,2023Q4
2023-11-13,0.5676,0.6,0.5676,0.006,2023Q4
2023-11-14,0.5691,0.26,0.5691,0.0026,2023Q4
2023-11-15,0.5742,0.9,0.5742,0.009000000000000001,2023Q4
2023-11-16,0.5667,-1.31,0.5667,-0.0131,2023Q4
2023-11-17,0.5684,0.3,0.5684,0.003,2023Q4
2023-11-20,0.5696,0.21,0.5696,0.0021,2023Q4
2023-11-21,0.5708,0.21,0.5708,0.0021,2023Q4
2023-11-22,0.5619,-1.56,0.5619,-0.015600000000000001,2023Q4
2023-11-23,0.5653,0.61,0.5653,0.0060999999999999995,2023Q4
2023-11-24,0.5576,-1.36,0.5576,-0.013600000000000001,2023Q4
2023-11-27,0.5554,-0.39,0.5554,-0.0039000000000000003,2023Q4
2023-11-28,0.5532,-0.4,0.5532,-0.004,2023Q4
2023-11-29,0.5532,0.0,0.5532,0.0,2023Q4
2023-11-30,0.5507,-0.45,0.5507,-0.0045000000000000005,2023Q4
2023-12-01,0.5487,-0.36,0.5487,-0.0036,2023Q4
2023-12-04,0.5471,-0.29,0.5471,-0.0029,2023Q4
2023-12-05,0.5366,-1.92,0.5366,-0.0192,2023Q4
2023-12-06,0.5374,0.15,0.5374,0.0015,2023Q4
2023-12-07,0.5408,0.63,0.5408,0.0063,2023Q4
2023-12-08,0.5559,2.79,0.5559,0.0279,2023Q4
2023-12-11,0.5714,2.79,0.5714,0.0279,2023Q4
2023-12-12,0.5633,-1.42,0.5633,-0.014199999999999999,2023Q4
2023-12-13,0.5665,0.57,0.5665,0.005699999999999999,2023Q4
2023-12-14,0.5616,-0.86,0.5616,-0.0086,2023Q4
2023-12-15,0.5538,-1.39,0.5538,-0.0139,2023Q4
2023-12-18,0.5517,-0.38,0.5517,-0.0038,2023Q4
2023-12-19,0.5591,1.34,0.5591,0.0134,2023Q4
2023-12-20,0.553,-1.09,0.553,-0.0109,2023Q4
2023-12-21,0.5538,0.14,0.5538,0.0014000000000000002,2023Q4
2023-12-22,0.5451,-1.57,0.5451,-0.015700000000000002,2023Q4
2023-12-25,0.5527,1.39,0.5527,0.0139,2023Q4
2023-12-26,0.5368,-2.88,0.5368,-0.0288,2023Q4
2023-12-27,0.5386,0.34,0.5386,0.0034000000000000002,2023Q4
2023-12-28,0.5414,0.52,0.5414,0.0052,2023Q4
2023-12-29,0.5614,3.69,0.5614,0.0369,2023Q4
2023-12-31,0.5613,-0.02,0.5613,-0.0002,2023Q4
2024-01-02,0.5469,-2.57,0.5469,-0.025699999999999997,2024Q1
2024-01-03,0.5266,-3.71,0.5266,-0.0371,2024Q1
2024-01-04,0.5222,-0.84,0.5222,-0.0084,2024Q1
2024-01-05,0.5124,-1.88,0.5124,-0.018799999999999997,2024Q1
2024-01-08,0.4994,-2.54,0.4994,-0.0254,2024Q1
2024-01-09,0.5041,0.94,0.5041,0.009399999999999999,2024Q1
2024-01-10,0.494,-2.0,0.494,-0.02,2024Q1
2024-01-11,0.504,2.02,0.504,0.0202,2024Q1
2024-01-12,0.4928,-2.22,0.4928,-0.0222,2024Q1
2024-01-15,0.4928,0.0,0.4928,0.0,2024Q1
2024-01-16,0.4914,-0.28,0.4914,-0.0028000000000000004,2024Q1
2024-01-17,0.4745,-3.44,0.4745,-0.0344,2024Q1
2024-01-18,0.4895,3.16,0.4895,0.0316,2024Q1
2024-01-19,0.4823,-1.47,0.4823,-0.0147,2024Q1
2024-01-22,0.4696,-2.63,0.4696,-0.0263,2024Q1
2024-01-23,0.4765,1.47,0.4765,0.0147,2024Q1
2024-01-24,0.4708,-1.2,0.4708,-0.012,2024Q1
2024-01-25,0.4728,0.42,0.4728,0.0042,2024Q1
2024-01-26,0.4577,-3.19,0.4577,-0.0319,2024Q1
2024-01-29,0.4341,-5.16,0.4341,-0.0516,2024Q1
2024-01-30,0.4284,-1.31,0.4284,-0.0131,2024Q1
2024-01-31,0.4219,-1.52,0.4219,-0.0152,2024Q1
2024-02-01,0.4335,2.75,0.4335,0.0275,2024Q1
2024-02-02,0.4248,-2.01,0.4248,-0.020099999999999996,2024Q1
2024-02-05,0.4204,-1.04,0.4204,-0.0104,2024Q1
2024-02-06,0.4446,5.76,0.4446,0.0576,2024Q1
2024-02-07,0.4483,0.83,0.4483,0.0083,2024Q1
2024-02-08,0.4604,2.7,0.4604,0.027000000000000003,2024Q1
2024-02-19,0.486,5.56,0.486,0.0556,2024Q1
2024-02-20,0.4868,0.16,0.4868,0.0016,2024Q1
2024-02-21,0.483,-0.78,0.483,-0.0078000000000000005,2024Q1
2024-02-22,0.4939,2.26,0.4939,0.0226,2024Q1
2024-02-23,0.5021,1.66,0.5021,0.0166,2024Q1
2024-02-26,0.5046,0.5,0.5046,0.005,2024Q1
2024-02-27,0.5213,3.31,0.5213,0.0331,2024Q1
2024-02-28,0.4904,-5.93,0.4904,-0.0593,2024Q1
2024-02-29,0.5034,2.65,0.5034,0.0265,2024Q1
2024-03-01,0.5156,2.42,0.5156,0.0242,2024Q1
2024-03-04,0.5328,3.34,0.5328,0.0334,2024Q1
2024-03-05,0.5252,-1.43,0.5252,-0.0143,2024Q1
2024-03-06,0.5264,0.23,0.5264,0.0023,2024Q1
2024-03-07,0.5195,-1.31,0.5195,-0.0131,2024Q1
2024-03-08,0.5341,2.81,0.5341,0.0281,2024Q1
2024-03-11,0.5293,-0.9,0.5293,-0.009000000000000001,2024Q1
2024-03-12,0.5182,-2.1,0.5182,-0.021,2024Q1
2024-03-13,0.5179,-0.06,0.5179,-0.0006,2024Q1
2024-03-14,0.5222,0.83,0.5222,0.0083,2024Q1
2024-03-15,0.536,2.64,0.536,0.0264,2024Q1
2024-03-18,0.5464,1.94,0.5464,0.0194,2024Q1
2024-03-19,0.5405,-1.08,0.5405,-0.0108,2024Q1
2024-03-20,0.5354,-0.94,0.5354,-0.009399999999999999,2024Q1
2024-03-21,0.5326,-0.52,0.5326,-0.0052,2024Q1
2024-03-22,0.5342,0.3,0.5342,0.003,2024Q1
2024-03-25,0.5264,-1.46,0.5264,-0.0146,2024Q1
2024-03-26,0.5109,-2.94,0.5109,-0.0294,2024Q1
2024-03-27,0.4965,-2.82,0.4965,-0.0282,2024Q1
2024-03-28,0.507,2.11,0.507,0.021099999999999997,2024Q1
2024-03-29,0.5071,0.02,0.5071,0.0002,2024Q1
2024-04-01,0.5178,2.11,0.5178,0.021099999999999997,2024Q2
2024-04-02,0.517,-0.15,0.517,-0.0015,2024Q2
2024-04-03,0.5044,-2.44,0.5044,-0.024399999999999998,2024Q2
2024-04-08,0.5084,0.79,0.5084,0.0079,2024Q2
2024-04-09,0.5038,-0.9,0.5038,-0.009000000000000001,2024Q2
2024-04-10,0.4959,-1.57,0.4959,-0.015700000000000002,2024Q2
2024-04-11,0.5011,1.05,0.5011,0.0105,2024Q2
2024-04-12,0.5172,3.21,0.5172,0.0321,2024Q2
2024-04-15,0.5179,0.14,0.5179,0.0014000000000000002,2024Q2
2024-04-16,0.5072,-2.07,0.5072,-0.0207,2024Q2
2024-04-17,0.5248,3.47,0.5248,0.0347,2024Q2
2024-04-18,0.5239,-0.17,0.5239,-0.0017000000000000001,2024Q2
2024-04-19,0.5144,-1.81,0.5144,-0.0181,2024Q2
2024-04-22,0.4927,-4.22,0.4927,-0.042199999999999994,2024Q2
2024-04-23,0.4936,0.18,0.4936,0.0018,2024Q2
2024-04-24,0.514,4.13,0.514,0.041299999999999996,2024Q2
2024-04-25,0.511,-0.58,0.511,-0.0058,2024Q2
2024-04-26,0.5408,5.83,0.5408,0.0583,2024Q2
2024-04-29,0.5469,1.13,0.5469,0.0113,2024Q2
2024-04-30,0.5436,-0.6,0.5436,-0.006,2024Q2
2024-05-06,0.537,-1.21,0.537,-0.0121,2024Q2
2024-05-07,0.5327,-0.8,0.5327,-0.008,2024Q2
2024-05-08,0.5292,-0.66,0.5292,-0.0066,2024Q2
2024-05-09,0.5314,0.42,0.5314,0.0042,2024Q2
2024-05-10,0.5258,-1.05,0.5258,-0.0105,2024Q2
2024-05-13,0.521,-0.91,0.521,-0.0091,2024Q2
2024-05-14,0.5145,-1.25,0.5145,-0.0125,2024Q2
2024-05-15,0.5187,0.82,0.5187,0.008199999999999999,2024Q2
2024-05-16,0.5267,1.54,0.5267,0.0154,2024Q2
2024-05-17,0.5329,1.18,0.5329,0.0118,2024Q2
2024-05-20,0.5454,2.35,0.5454,0.0235,2024Q2
2024-05-21,0.5388,-1.21,0.5388,-0.0121,2024Q2
2024-05-22,0.532,-1.26,0.532,-0.0126,2024Q2
2024-05-23,0.5298,-0.41,0.5298,-0.0040999999999999995,2024Q2
2024-05-24,0.5174,-2.34,0.5174,-0.023399999999999997,2024Q2
2024-05-27,0.5309,2.61,0.5309,0.026099999999999998,2024Q2
2024-05-28,0.5207,-1.92,0.5207,-0.0192,2024Q2
2024-05-29,0.5216,0.17,0.5216,0.0017000000000000001,2024Q2
2024-05-30,0.5145,-1.36,0.5145,-0.013600000000000001,2024Q2
